udpmlgcs,vwrptmastoutboundleads,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,Datekey,,Direct mapping to DateKey column in MASTOutboundLeads table coming from MDAP (MSA Data Analytics Platform) Source.,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,SrcModifiedDateTime,,Direct mapping to modifieddatetime Column having timestamp values from MDAP source MASTOutboundLeads Table,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,CustomerTimeLineKey,,Direct mapping to CustomerTimeLineSK column having integer values coming from MDAP (MSA Data Analytics Platform) Source,Saransh,Updated as per L1 comment,Source entity name missing,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,SrcCreatedDateTime,,Direct mapping to createddatetime column having timestamp values from MDAP source MASTOutboundLeads Table,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwrptmastoutboundleads,InitiativeStatus,,Direct mapping to initiativestatus Column having string values from MDAP source MASTOutboundLeads Table,Saransh,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,,,"Fact table of initiatives data of customers . It is derived from Initiatives table from Unified Customer Management source. Grain is Customerid,initiativeid,modifieddatetime.",Sahithya,Updated as per L1 comment,Provide more details,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,OwnerAlias,,Direct mapping to OwnerAlias column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CustomerStateCategory,,Timestamp in UTC at which record is updated by ETL process in UDP,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,ActionPerformed,,Direct mapping to ActionPerformed column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,Market,,Direct mapping to Market column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,InitiativeName,,Direct mapping to InitiativeName column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CustomerID,,Direct mapping to CustomerId column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CurrentStatus,,Direct mapping to CurrentStatus column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,LeadLoadDate,,Direct mapping to LeadLoadDate column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,InitiativeEndDate,,Direct mapping to InitiativeEndDate column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,ModifiedDatetime,,Direct mapping to ModifiedDateTime column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,VendorSiteKey,,"Derived by applying decode logic on UserTeamName column coming from DimActionedUserHierarchy table from Unified Customer Management source by joining ActionPerformedBy column in UCM_Initiatives table coming from Unified Customer Management source using UserId column in  DimActionedUserHierarchy table coming from Unified Customer Management source .
Logic: 1.Derive VendorDerived column based on UserTeamName. if UserTeamName in (""arvato manila css"", ""arvato manila css - mop"", ""arvato munster css"", ""majorel chandler css"", ""majorel north america css"") then ""Arvato"" else UserTeamName. 2.Derive SiteDerived column based on UserTeamName. if UserTeamName in ""arvato manila css"", ""arvato manila css - mop"" or ( majorel north america css and owneralias like '%arv_que%') then ""Quezon"" if UserTeamName in ""majorel north america css"" and ""owneralias"" like ""%arv_agl%"" Then ""Angeles/Clark"" if UserTeamName in ""arvato munster css"" or (""majorel north america css"" and ""owneralias"" like ""%arv_mue%"") then ""Muenster"" 2. Join this SiteDerived and VendorDerived columns with SiteCity and Vendor columns from DimVendorSite to get the VendorSiteKey.",Sahithya,Updated as per L1 comment,Source info missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,SalesRegion,,Direct mapping to SalesRegion column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,ActionReasonDetails,,Direct mapping to ActionReasonDetails column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,ActionTypeDetails,,Direct mapping to ActionTypeDetails column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,Tactics,,Direct mapping to Tactics column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,ActionPerformedBy,,Direct mapping to ActionPerformedBy column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,InitiativeID,,Direct mapping to InitiativeId column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CustomerStateName,,Direct mapping to CustomerStateName column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,InitiativeDescription,,Direct mapping to InitiativeDescription column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactucminitiatives,InitiativeStartDate,,Direct mapping to InitiativeStartDate column from UCM_Initiatives table from Unified Customer Management.,Sahithya,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,,,"This table contains details for types of support provided for Commercial CS. It is a SCD Type 1 table which means it updates and inserts values of commercial support. Garin - ""SupportType1"", ""SupportType2"", ""SupportType3"",""SapLevel1"",""SapLevel2""",Sai,Updated as per L1,Grain is missing,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SupportType3,,Direct mapping by union of Lob column having string values in tbldim_lob table coming from OpsMetrics source and SupportType3 column in WorkSupportTypeMap table from Commercial Source.,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SupportTypeCommercialKey,,"Surrogate Key generated for the combination of SupportType1, SupportType2 andSupportType3 columns from OpsMetrics and Commercial sources",Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SapLevel1,,Direct mapping to SapLevel1 column in WorkSupportTypeMap table from Commercial Source having string values.,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SapLevel2,,Direct mapping to SapLevel2 column in WorkSupportTypeMap table from Commercial Source having string values.,Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SupportType2,,"Direct mapping by union of Lob, product_subtype columns having string values in tbldim_lob, tbldim_product_subtype tables coming from OpsMetrics source and SupportType2 column in WorkSupportTypeMap table from Commercial Source.",Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimsupporttypecommercial,SupportType1,,"Direct mapping by union of Lob, product_subtype columns having string values in tbldim_lob, tbldim_product_subtype tables coming from OpsMetrics source and SupportType1 column in WorkSupportTypeMap table from Commercial Source.",Sai,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,,,Entity contains associated Team details of Business Groups for particular Area and Region maintained by CAPS Business Team provided through onetime excel which is rarely updated. Grain - TeamId,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,"I don't thjnk this is Rave Team, looks like CAPS",Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,TeamKey,,SurrogateKey generated on top of TeamId column of TeamBase view coming from ConnectUs Source,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,CSSCreatedDateTime,,Timestamp in UTC at which record is created by ETL process in UDP,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,TimeZone,,Direct Mapping to TimeZone column of PartnerStatic excel coming from static excel maintained by CAPS Business Team which is rarely updated,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,NativeTeamID,,Direct Mapping to TeamId column of TeamBase view coming from ConnectUs Source,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,Name,,Direct Mapping to Name column of TeamBase view coming from ConnectUs Source,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,LOB,,Direct Mapping to LOB column of PartnerStatic excel coming from static excel maintained by CAPS Business Team which is rarely updated,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,Region,,Direct Mapping to Region column of PartnerStatic excel coming from static excel maintained by CAPS Business Team which is rarely updated,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimteam,Area,,Direct Mapping to Area column of PartnerStatic excel coming from static excel maintained by CAPS Business Team which is rarely updated,Sai,Updated as per L1,Till when the data is there or is  totally depreciated from system,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,,,"Fact table provides the count of users who started subscription cancellation for M365 subscriptions in AmcCancelScenario file (account.microsoft.com) from AMC Source.Grain - DateKey,RequestStage",Sai,Updated as per L1,Grain and source info is missing,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,DistinctUserCount,,"This attribute is calculated using EventTime,puid,Stage columns from AmcCancelScenario file (account.microsoft.com) coming from upstream source Cornerstone. Logic: It is the distinct count of Puids from AMCDataDebug file. Code logic: distinct count(Puid) when group by EventTime, Stage columns",Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,DateKey,,This is a reference key to DimDate table to get more details about the date of AMC(account.microsoft.com ) event. DateKey is populated by EventTime column of AMCCancelScenario table from AMC source with CalendarDate in DimDate,Sai,Updated as per L1,Join Logic is missing,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactamccancelscenario,RequestStage,,Direct mapping to Stage column coming from AmcCancelScenario file (account.microsoft.com) coming from upstream source Cornerstone having string values.,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,,,"Entity contains MeasureValues and HashCodefilters of each group in CSS for each BusinessLOB coming from CAPSBI Source. Grain - DateKey,PlanningCategoryID, CSSGroup, LOB, Program, MeasureName, MeasureValue",Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,CSSGroup,,Direct Mapping to CSSGroup column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,Program,,Direct Mapping to Program column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,DateKey,,Direct Mapping to DateKey column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,MeasureValue,,Direct Mapping to MeasureValue column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,PlanningCategoryID,,Direct Mapping to PlanningCategoryID column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,FilterHashCode,,Direct Mapping to FilterKey column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,LOB,,Direct Mapping to LOB column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,MeasureName,,Direct Mapping to MeasureName column of vwAstro_Cost view coming from CAPSBI Source,Sai,Updated as per L1,Provide the reason and what time data is available,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactcostkpi,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactphoneallocated,,,"Fact table of phone data allocated to the valid Products, planning category which is unallocated are tagged to unspecified coming from Genesys Source. Grain - CalendarDate_UTC,DataSourceKey,EngagementID,CallsOffered, CSSProductKey,CountryRegionkey,SupportLanguageKey,CallsHandled,HandleTime,IsEG",Sai,Updated as per L1,Grain and source info is missing,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwfactphoneallocated,CallsOffered,,"This is an indirect mapping to CallsOffered, EngagementId columns in UDPMLGCS ADLS FactPhone and FactPhoneSummary tables by joining with DataSourceName column from common Dimension DimDataSource and AllocationValue column in viw_Consumer_AllocationDistribution_Leaf view from MDM (Master Data Management) source as:
Logic0: If EngagementId from FactPhone = -3 and DataSourceName = OpsMetrics, Genesys Outbound then CallsOffered*AllocationValue
If DataSourceName = OpsMetrics, Genesys Outbound then CallsOffered
else Hardcoded as 0
Logic1: If EngagementId from FactPhoneSummary = -3 and DataSourceName not in OpsMetrics, Genesys Outbound then CallsOffered*AllocationValue
If DataSourceName not in OpsMetrics, Genesys Outbound then CallsOffered
else Hardcoded as 0",Sai,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
