udpmlgcs,vwdimmsascenario,IssueCode5,,Direct mapping to IssueCode5 column in viw_Consumer_MSAScenarioCategory_LEAF table from MDM Source,Raja,,OK,Shweta C,"I believe this can be retired, it only worked for ASD",Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimmsascenario,IssueCode6,,Direct mapping to IssueCode6 column in viw_Consumer_MSAScenarioCategory_LEAF table from MDM Source,Raja,,OK,Shweta C,"I believe this can be retired, it only worked for ASD",Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimmsascenario,MSAScenarioKey,,"Surrogate Key generated  based on the combination of  IssueCode1,IssueCode2,IssueCode3,IssueCode4,IssueCode5,IssueCode6,Scenario,ScenarioType columns in viw_Consumer_MSAScenarioCategory_LEAF table from MDM Source",Raja,,OK,Shweta C,"I believe this can be retired, it only worked for ASD",Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimmsascenario,Scenario,,Direct mapping to Scenario column in viw_Consumer_MSAScenarioCategory_LEAF table from MDM Source,Raja,,OK,Shweta C,"I believe this can be retired, it only worked for ASD",Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimmsascenario,ScenarioType,,Direct mapping to ScenarioType column in viw_Consumer_MSAScenarioCategory_LEAF table from MDM Source,Raja,,OK,Shweta C,"I believe this can be retired, it only worked for ASD",Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,,,This table contains attributes of online offer coming from Cornerstone Cosmos source. Grain: OfferID,Raja,Updated as per L1 comment,Ok,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,BisIsInternalData,,Hardcoded to -1 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,BisIsTestData,,Hardcoded to -1 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,BisLastUpdatedDateTime,,Direct mapping to BisLastUpdated column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,DataSourceID,,Hardcoded to 118 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,FriendlySKUName,,Direct mapping to ProductSKU column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,IsActive,,Hardcoded to 1 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,IsEDU,,Hardcoded to -1 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,IsIncluded,,Hardcoded to 0 as legacy CTP Offer source is retired,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,IsTrial,,Direct mapping to IsTrial column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,OfferGroup,,Hardcoded to Unspecified as legacy CTP Offer source is retired,Raja,,ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,OfferID,,Direct mapping to offerID column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,OfferName,,Direct mapping to OfferName column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,OnlineOfferKey,,Surrogate Key generated based on offerID column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,ProductFamily,,Direct mapping to ProductFamily column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,ProductGroup,,Hardcoded to Unspecified as legacy CTP Offer source is retired,Raja,,ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,ProductName,,Direct mapping to ProductName column in OfferV1 table coming from cpProd Cosmos source,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,ProductSKU,,Hardcoded to Unspecified as legacy CTP Offer source is retired,Raja,,ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimonlineoffer,ProductType,,Hardcoded to Unspecified as legacy CTP Offer source is retired,Raja,,ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,,,"This table contains Operatingsystem and platform used by Customer coming from Rave source. Grain: Browser, BrowserVersion, OsName, UserAgent ",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,Browser,,Hardcoded to Unspecified (legacy ASDCAP source retired),Raja,,ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,BrowserVersion,,Hardcoded to 0 (legacy ASDCAP source retired),Raja,,ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,OSBrowserKey,,Surrogate Key generated based on PlatFormType column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,OSName,,Direct mapping to PlatFormType column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimosbrowser,UserAgent,,Hardcoded to Unspecified (legacy ASDCAP source retired),Raja,,ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,,,"This table contains Ads Collaboration Data coming from Dynamics source. Grain: PartnerSystemName, IssueCategory, IssueType, ISsueDestination",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,IssueCategory,,Direct mapping to msdfm_productname column in msdfm_partnercaseexchange table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,IssueDestination,,Direct mapping to msdfm_category2name column in msdfm_partnercaseexchange table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,IssueType,,Direct mapping to msdfm_category1name column in msdfm_partnercaseexchange table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,PartnerExchangeCollabSAPKey,,"Surrogate Key generated based on msdfm_productname,msdfm_companyname,msdfm_category1name,msdfm_category2name columns in msdfm_partnercaseexchange table coming from Dynamics source",Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimpartnerexchangecollabsap,PartnerSystemName,,Direct mapping to msdfm_companyname column in msdfm_partnercaseexchange table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,,,"This table contains product data for tickets coming from Rave source. Grain: ProductL1,ProductL2,ProductName",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,PESID,,Direct mapping to PESID column in viw_RaveProduct table from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,ProductKey,,"Surrogate Key generated based on RaveProductL1,RaveProductL2,RaveProductName and PESID columns in viw_RaveProduct table from MDM source",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,ProductL1,,Direct mapping to RaveProductL1 column in viw_RaveProduct table from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,ProductL2,,Direct mapping to RaveProductL2 column in viw_RaveProduct table from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproduct,ProductName,,Direct mapping to RaveProductName column in viw_RaveProduct table from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,,,This table contains product details coming from MDM source. Grain: PESID,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,CloudProductFilter,,Direct mapping to CloudProductFilter column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,GADate,,Direct mapping to GADate column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,IsActiveInPES,,Direct mapping to IsActiveInPES column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,PESID,,Direct mapping to PESID column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,PESProductName,,Direct mapping to PESProductName column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,ProductFamilyName,,Direct mapping to ProductFamilyName column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,ProductLevel1,,Direct mapping to ProductLevel1 column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,ProductLevel2,,Direct mapping to ProductLevel2 column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,ProductLevel3,,Direct mapping to ProductLevel3 column in viw_Common_MAS_Product table coming from MDM source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimproductmaster,ProductMasterKey,,"Surrogate Key generated based on PESID,PESProductName,CloudProductFilter,ProductLevel1,ProductLevel2,ProductLevel3,ProductFamilyName and IsActiveInPES columns in viw_Common_MAS_Product table coming from MDM source",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveentrypoint,,,This table contains details of source from which rave tickets are created coming from Rave source. Grain: RaveEntryPoint,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveentrypoint,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveentrypoint,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveentrypoint,RaveEntryPoint,,Direct mapping to Source column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveentrypoint,RaveEntryPointKey,,Surrogate Key generated based on Source column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravesummarytag,,,This table contains details of tag associated with ticket coming from Rave source. Grain: RequestId,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravesummarytag,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravesummarytag,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravesummarytag,ServiceRequestID,,Direct mapping to TicketNumber column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravesummarytag,SummaryTag,,Direct mapping to SummaryTag column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveteam,,,This table contains details of support teams coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveteam,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveteam,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveteam,RaveTeamKey,,Surrogate Key generated based on Teamname column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimraveteam,Teamname,,Direct mapping to Teamname column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,,,"This table contains details of theme/issuecode coming from Rave source. Grain: Theme,L2_Theme,InitialTheme",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,InitialTheme,,Direct mapping to InitialTheme column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,L2_Theme,,Direct mapping to L2_Theme column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,RaveThemeKey,,"Surrogate Key generated based on InitialTheme,L2_Theme,Theme columns in SupportRequestDetails_Consumer table coming from Rave source",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimravetheme,Theme,,Direct mapping to Theme column in SupportRequestDetails_Consumer table coming from Rave source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,,,"This table contains details of various reasons for Customer contact with agent coming from Sprinklr,Directly sources. Grain: ReasonDescription,SubReason",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,ReasonDescription,,"Direct mapping to ContactReason column in CaseCSSSurvey table coming from Sprinklr source
-Union- Direct mapping to ReasonRerouted column in DirectlyXbox and DirectlyWindows tables coming from Directly source",Raja,Updated Union as per L3 comment,OK,Shweta C,Ok,Davitt,"Mention uninon, which is missing",,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,ReasonKey,,"Surrogate Key generated based on ContactReason,ContactSubReason columns in CaseCSSSurvey table coming from Sprinklr source",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimreason,SubReason,,Direct mapping to ContactSubReason column in CaseCSSSurvey table coming from Sprinklr source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,,,"This table contains resource group details for agents coming from ChinaConsumer,ChinaSMB and OneStore sources.Grain: ResourceGroupName",Raja,Updated as per L1 comment,Ok,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,IsValidResourceGroup,,Hardcoded to 0 (Legacy ASDCAP source retired),Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,ResourceGroupKey,,"Surrogate Key generated based on AgentGroup,Agent columns coming from Excel uploads by the POCs in the ChinaConsumer and ChinaSMB sources",Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,ResourceGroupName,,"Direct mapping to AgentGroup column coming from Excel uploads by the POCs in the ChinaConsumer and ChinaSMB sources, Direct mapping to AgentGroup column in POBOOrders table coming from Asimov source",Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcegroup,ResourceGroupType,,"Direct mapping to Agent column coming from Excel uploads by the POCs in the ChinaConsumer and ChinaSMB sources, Direct mapping to Agent column in POBOOrders table coming from Asimov source",Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcetenure,,,This table contains employee tenure information coming from a static csv file ResourceTenure_Raw provided by MLGCS business. Grain: ResourceTenureDaysRange,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcetenure,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
